market_type,instrument_type,exchange_code,stock_code,standard_code,stock_name,stock_name_en,currency_code,etf_yn,nxt_yn
NASDAQ,STOCK,NAS,AMOD,NASAMOD,알파 모더스,ALPHA MODUS HOLDINGS INC,USD,N,N
NASDAQ,STOCK,NAS,AMODW,NASAMODW,알파 모더스 홀딩스 콜 워런트(2029-12-13),ALPHA MODUS HOLDINGS INC C/WTS 13/12/2029 (TO PUR COM),USD,N,N
NASDAQ,STOCK,NAS,AMPG,NASAMPG,앰플리테크 그룹,AMPLITECH GROUP INC.,USD,N,N
NASDAQ,STOCK,NAS,AMPH,NASAMPH,앰퍼스타 파머슈티컬스,AMPHASTAR PHARMACEUTICALS INC,USD,N,N
NASDAQ,STOCK,NAS,AMPL,NASAMPL,앰플리튜드,AMPLITUDE INC,USD,N,N
NASDAQ,STOCK,NAS,AMRN,NASAMRN,아마린(ADR),AMARIN CORP SPON ADR EACH REP 20 ORD(P/S),USD,N,N
NASDAQ,STOCK,NAS,AMRX,NASAMRX,엠닐 파머슈티컬스,AMNEAL PHARMACEUTICALS INC,USD,N,N
NASDAQ,STOCK,NAS,AMSC,NASAMSC,아메리칸 슈퍼컨덕터,AMERICAN SUPERCONDUCTOR CORP,USD,N,N
NASDAQ,STOCK,NAS,AMSF,NASAMSF,아메리세이프,AMERISAFE INC,USD,N,N
NASDAQ,STOCK,NAS,AMST,NASAMST,에임자이트,AMESITE INC,USD,N,N
NASDAQ,STOCK,NAS,AMTX,NASAMTX,에이메티스,AEMETIS INC,USD,N,N
NASDAQ,STOCK,NAS,AMWD,NASAMWD,아메리칸 우드마크,AMERICAN WOODMARK CORP,USD,N,N
NASDAQ,STOCK,NAS,AMZN,NASAMZN,아마존닷컴,AMAZON COM INC,USD,N,N
NASDAQ,STOCK,NAS,ANAB,NASANAB,어냅티스바이오,ANAPTYSBIO INC,USD,N,N
NASDAQ,STOCK,NAS,ANDE,NASANDE,앤더슨스,ANDERSONS INC,USD,N,N
NASDAQ,STOCK,NAS,ANEB,NASANEB,애너불로 파머슈티컬스,ANEBULO PHARMACEUTICALS INC,USD,N,N
NASDAQ,STOCK,NAS,ANGH,NASANGH,앙가미,ANGHAMI INC,USD,N,N
NASDAQ,STOCK,NAS,ANGHW,NASANGHW,앙가미 콜 워런트(2027-02-03),ANGHAMI INC C/WTS 03/02/2027 (TO PUR COM),USD,N,N
NASDAQ,STOCK,NAS,ANGI,NASANGI,앤지,ANGI INC,USD,N,N
NASDAQ,STOCK,NAS,ANGO,NASANGO,앤지오다이내믹스,ANGIODYNAMICS INC,USD,N,N
NASDAQ,STOCK,NAS,ANIK,NASANIK,아니카 테라퓨틱스,ANIKA THERAPEUTICS INC,USD,N,N
NASDAQ,STOCK,NAS,ANIP,NASANIP,ANI 파머슈티컬스,ANI PHARMACEUTICALS INC,USD,N,N
NASDAQ,STOCK,NAS,ANIX,NASANIX,애닉사 바이오사이언시스,ANIXA BIOSCIENCES INC,USD,N,N
NASDAQ,STOCK,NAS,ANL,NASANL,아눠의약(ADR),ADLAI NORTYE LTD,USD,N,N
NASDAQ,STOCK,NAS,ANNA,NASANNA,알레안나,ALEANNA INC,USD,N,N
NASDAQ,STOCK,NAS,ANNX,NASANNX,아넥슨,ANNEXON INC,USD,N,N
NASDAQ,STOCK,NAS,ANPA,NASANPA,리치 스파클 홀딩스,RICH SPARKLE HLDGS LTD,USD,N,N
NASDAQ,STOCK,NAS,ANSC,NASANSC,애그리컬처 앤드 내추럴 솔루션스 애퀴지션,AGRICULTURE & NAT SOLUTIONS ACQ COR,USD,N,N
NASDAQ,STOCK,NAS,ANSCU,NASANSCU,애그리컬처 앤드 내추럴 솔루션스 애퀴지션 유닛,AGRICULTURE & NAT SOLUTIONS ACQ COR UNIT 1 CL A & 1/,USD,N,N
NASDAQ,STOCK,NAS,ANTA,NASANTA,앤트알파 플랫폼 홀딩,ANTALPHA PLATFORM HOLDING COMPANY,USD,N,N
NASDAQ,STOCK,NAS,ANTX,NASANTX,AN2 테라퓨틱스,AN2 THERAPEUTICS INC,USD,N,N
NASDAQ,STOCK,NAS,ANY,NASANY,스피어 3D,SPHERE 3D CORP NEW,USD,N,N
NASDAQ,STOCK,NAS,AOSL,NASAOSL,알파 앤드 오메가 세미컨덕터,ALPHA & OMEGA SEMICONDUCTOR LTD,USD,N,N
NASDAQ,STOCK,NAS,AOUT,NASAOUT,아메리칸 아웃도어 브랜즈,AMERICAN OUTDOOR BRANDS INC,USD,N,N
NASDAQ,STOCK,NAS,APA,NASAPA,APA,APA CORPORATION,USD,N,N
NASDAQ,STOCK,NAS,APAC,NASAPAC,스톤브리지 애퀴지션 II,STONEBRIDGE ACQUISITION II COR,USD,N,N
NASDAQ,STOCK,NAS,APACU,NASAPACU,스톤브리지 애퀴지션 II 유닛,STONEBRIDGE ACQUISITION II COR UNIT 1 CL A & 1 RT (09/09,USD,N,N
NASDAQ,STOCK,NAS,APAD,NASAPAD,A PARADISE ACQUISITION CORP,A PARADISE ACQUISITION CORP,USD,N,N
NASDAQ,STOCK,NAS,APADU,NASAPADU,에이 패러다이스 애퀴지션 유닛,A PARADISE ACQUISITION CORP UNIT 1 ORD SHS CL A & 1 RT (,USD,N,N
NASDAQ,STOCK,NAS,APC,NASAPC,아르코 페트롤리엄,ARKO PETROLEUM CORPORATION,USD,N,N
NASDAQ,STOCK,NAS,APEI,NASAPEI,아메리칸 퍼블릭 에듀케이션,AMERICAN PUBLIC EDUCATION INC,USD,N,N
NASDAQ,STOCK,NAS,APGE,NASAPGE,애퍼지 테라퓨틱스,APOGEE THERAPEUTICS INC,USD,N,N
NASDAQ,STOCK,NAS,API,NASAPI,아고라(ADR),AGORA INC SPON ADS EACH REP 4 ORD SHS CL A,USD,N,N
NASDAQ,STOCK,NAS,APLD,NASAPLD,어플라이드 디지털,APPLIED DIGITAL CORP,USD,N,N
NASDAQ,STOCK,NAS,APLM,NASAPLM,아폴로믹스,APOLLOMICS INC,USD,N,N
NASDAQ,STOCK,NAS,APLS,NASAPLS,아펠리스 파머슈티컬스,APELLIS PHARMACEUTICALS INC,USD,N,N
NASDAQ,STOCK,NAS,APM,NASAPM,앱토럼 그룹,APTORUM GROUP LIMITED,USD,N,N
NASDAQ,STOCK,NAS,APOG,NASAPOG,애퍼지 엔터프라이지스,APOGEE ENTERPRISES INC,USD,N,N
NASDAQ,STOCK,NAS,APP,NASAPP,앱러빈,APPLOVIN CORP,USD,N,N
NASDAQ,STOCK,NAS,APPF,NASAPPF,앱폴리오,APPFOLIO INC,USD,N,N
NASDAQ,STOCK,NAS,APPN,NASAPPN,애피언,APPIAN CORPORATION,USD,N,N
NASDAQ,STOCK,NAS,APPS,NASAPPS,디지털 터빈,DIGITAL TURBINE INC,USD,N,N
NASDAQ,STOCK,NAS,APRE,NASAPRE,아프레아 테라퓨틱스,APREA THERAPEUTICS INC,USD,N,N
NASDAQ,STOCK,NAS,APVO,NASAPVO,앱티보 테라퓨틱스,APTEVO THERAPEUTICS INC,USD,N,N
NASDAQ,STOCK,NAS,APWC,NASAPWC,아시아 퍼시픽 와이어 앤드 케이블,ASIA PACIFIC WIRE & CABLE,USD,N,N
NASDAQ,STOCK,NAS,APXT,NASAPXT,에이펙스 트레저리,APEX TREASURY CORPORATION,USD,N,N
NASDAQ,STOCK,NAS,APXTU,NASAPXTU,에이펙스 트레저리 유닛,APEX TREASURY CORPORATION UNITS (1 CLASS A & 1/2 RED WT),USD,N,N
NASDAQ,STOCK,NAS,APYX,NASAPYX,에이픽스메디컬,APYX MEDICAL CORPORATION,USD,N,N
NASDAQ,STOCK,NAS,AQB,NASAQB,아쿠아바운티 테크놀로지스,AQUABOUNTY TECHNOLOGIES INC,USD,N,N
NASDAQ,STOCK,NAS,AQMS,NASAQMS,아쿠아 메탈스,AQUA METALS INC,USD,N,N
NASDAQ,STOCK,NAS,AQST,NASAQST,어퀴스티브 테라퓨틱스,AQUESTIVE THERAPEUTICS INC,USD,N,N
NASDAQ,STOCK,NAS,ARAI,NASARAI,어라이브 AI,ARRIVE AI INC,USD,N,N
NASDAQ,STOCK,NAS,ARAY,NASARAY,애큐레이,ACCURAY INCORPORATED,USD,N,N
NASDAQ,STOCK,NAS,ARBB,NASARBB,ARB IOT 그룹,ARB IOT GROUP LIMITED,USD,N,N
NASDAQ,STOCK,NAS,ARBE,NASARBE,아베 로보틱스,ARBE ROBOTICS LTD,USD,N,N
NASDAQ,STOCK,NAS,ARBEW,NASARBEW,아베 로보틱스 콜 워런트(2026-10-07),ARBE ROBOTICS LTD C/WTS 07/10/2026 (TO PUR COM),USD,N,N
NASDAQ,STOCK,NAS,ARBK,NASARBK,아르고 블록체인(ADR),ARGO BLOCKCHAIN PLC SPON ADS EACH REP 2160 ORD SHS(REV SPLT),USD,N,N
NASDAQ,STOCK,NAS,ARCB,NASARCB,아크베스트,ARCBEST CORP,USD,N,N
NASDAQ,STOCK,NAS,ARCC,NASARCC,아레스 캐피털,ARES CAPITAL CORP,USD,N,N
NASDAQ,STOCK,NAS,ARCI,NASARCI,ARCHIMEDES TECH SPAC PARTNERS III CO,ARCHIMEDES TECH SPAC PARTNERS III CO,USD,N,N
NASDAQ,STOCK,NAS,ARCIU,NASARCIU,아르키메데스 테크 SPAC 파트너스 III 유닛,ARCHIMEDES TECH SPAC PTNRS III CO UNIT 1 ORD & 1/4 RED W,USD,N,N
NASDAQ,STOCK,NAS,ARCT,NASARCT,아크투루스 테라퓨틱스 홀딩스,ARCTURUS THERAPEUTICS HOLDINGS INC,USD,N,N
NASDAQ,STOCK,NAS,ARDX,NASARDX,아델릭스,ARDELYX INC,USD,N,N
NASDAQ,STOCK,NAS,AREB,NASAREB,아메리칸 레블 홀딩스,AMERICAN REBEL HOLDINGS INC,USD,N,N
NASDAQ,STOCK,NAS,AREC,NASAREC,아메리칸 리소시스,AMERICAN RESOURCES CORPORATION,USD,N,N
NASDAQ,STOCK,NAS,ARGX,NASARGX,아제닉스(ADR),ARGENX SE SPON ADR EACH REP 1 ORD SHS,USD,N,N
NASDAQ,STOCK,NAS,ARHS,NASARHS,아르하우스,ARHAUS INC,USD,N,N
NASDAQ,STOCK,NAS,ARKO,NASARKO,아르코,ARKO CORP,USD,N,N
NASDAQ,STOCK,NAS,ARKR,NASARKR,아크 레스토랑스,ARK RESTAURANTS CORP,USD,N,N
NASDAQ,STOCK,NAS,ARLP,NASARLP,얼라이언스 리소스 파트너스,ALLIANCE RESOURCE PARTNERS LP,USD,N,N
NASDAQ,STOCK,NAS,ARM,NASARM,에이알엠 홀딩스(ADR),ARM HOLDINGS PLC SPON ADS EACH REP 1 ORD SHS,USD,N,N
NASDAQ,STOCK,NAS,AROW,NASAROW,애로우 파이낸셜,ARROW FINANCIAL CORP,USD,N,N
NASDAQ,STOCK,NAS,ARQ,NASARQ,아크,ARQ INC,USD,N,N
NASDAQ,STOCK,NAS,ARQQ,NASARQQ,아킷 퀀텀,ARQIT QUANTUM INC,USD,N,N
NASDAQ,STOCK,NAS,ARQQW,NASARQQW,아킷 퀀텀 콜 워런트(2026-09-03),ARQIT QUANTUM INC C/WTS 03/09/2026 (TO PUR COM),USD,N,N
NASDAQ,STOCK,NAS,ARQT,NASARQT,아커티스 바이오테라퓨틱스,ARCUTIS BIOTHERAPEUTICS INC,USD,N,N
NASDAQ,STOCK,NAS,ARRY,NASARRY,어레이 테크놀로지스,ARRAY TECHNOLOGIES INC,USD,N,N
NASDAQ,STOCK,NAS,ARTC,NASARTC,아트 테크놀로지 애퀴지션,ART TECHNOLOGY ACQUISITION CORP.,USD,N,N
NASDAQ,STOCK,NAS,ARTCU,NASARTCU,ART 테크놀로지 애퀴지션 유닛,ART TECHNOLOGY ACQUISITION CORP. UNITS (1 CL A & 1/4 OF,USD,N,N
NASDAQ,STOCK,NAS,ARTL,NASARTL,아르텔로 바이오사이언시스,ARTELO BIOSCIENCES INC,USD,N,N
NASDAQ,STOCK,NAS,ARTNA,NASARTNA,아르테시언 리소시스,ARTESIAN RESOURCES CORP,USD,N,N
NASDAQ,STOCK,NAS,ARTV,NASARTV,아티바 바이오테라퓨틱스,ARTIVA BIOTHERAPEUTICS INC,USD,N,N
NASDAQ,STOCK,NAS,ARTW,NASARTW,아츠웨이 매뉴팩처링,ART S-WAY MANUFACTURING CO INC,USD,N,N
NASDAQ,STOCK,NAS,ARVN,NASARVN,아르비나스,ARVINAS INC,USD,N,N
NASDAQ,STOCK,NAS,ARWR,NASARWR,애로우헤드 파머슈티컬스,ARROWHEAD PHARMACEUTICALS INC,USD,N,N
NASDAQ,STOCK,NAS,ASBP,NASASBP,어스파이어 바이오파머 홀딩스,ASPIRE BIOPHARMA HOLDINGS INC,USD,N,N
NASDAQ,STOCK,NAS,ASLE,NASASLE,에어세일 코퍼레이션,AERSALE CORPORATION,USD,N,N
NASDAQ,STOCK,NAS,ASMB,NASASMB,어셈블리 바이오사이언시스,ASSEMBLY BIOSCIENCES INC,USD,N,N
NASDAQ,STOCK,NAS,ASML,NASASML,ASML 홀딩(ADR),ASML HOLDING NV EUR0.09 NY REGISTRY SHS 2012,USD,N,N
NASDAQ,STOCK,NAS,ASND,NASASND,아센디스 파머(ADR),ASCENDIS PHARMA A/S SPON ADR EACH REP 1 ORD SHS,USD,N,N
NASDAQ,STOCK,NAS,ASNS,NASASNS,액텔리스 네트웍스,ACTELIS NETWORKS INC,USD,N,N
NASDAQ,STOCK,NAS,ASO,NASASO,아카데미 스포츠 앤드 아웃도어스,ACADEMY SPORTS & OUTDOORS INC,USD,N,N
NASDAQ,STOCK,NAS,ASPC,NASASPC,A 스팩 애퀴지션 3,A SPAC III ACQUISITION CORP.,USD,N,N
NASDAQ,STOCK,NAS,ASPCU,NASASPCU,A 스팩 애퀴지션 3 유닛,A SPAC III ACQUISITION CORP. UNITS 15/02/2029 (1 ORD A &,USD,N,N
NASDAQ,STOCK,NAS,ASPI,NASASPI,ASP 아이소토프,ASP ISOTOPES INC,USD,N,N
NASDAQ,STOCK,NAS,ASPS,NASASPS,알티소스 포트폴리오 솔루션스,ALTISOURCE PORTFOLIO SOLUTIONS S A,USD,N,N
NASDAQ,STOCK,NAS,ASRT,NASASRT,애서티오 홀딩스,ASSERTIO HOLDINGS INC,USD,N,N
NASDAQ,STOCK,NAS,ASRV,NASASRV,아메리서브 파이낸셜,AMERISERV FINANCIAL INC,USD,N,N
NASDAQ,STOCK,NAS,ASST,NASASST,에셋 엔터티스,STRIVE INC,USD,N,N
NASDAQ,STOCK,NAS,ASTC,NASASTC,애스트로테크,ASTROTECH CORPORATION,USD,N,N
NASDAQ,STOCK,NAS,ASTE,NASASTE,애스텍 인더스트리스,ASTEC INDUSTRIES INC,USD,N,N
NASDAQ,STOCK,NAS,ASTH,NASASTH,아스트라나 헬스,ASTRANA HEALTH INC,USD,N,N
NASDAQ,STOCK,NAS,ASTI,NASASTI,어센트 솔라 테크놀로지스,ASCENT SOLAR TECHNOLOGIES INC,USD,N,N
NASDAQ,STOCK,NAS,ASTL,NASASTL,알고마 스틸 그룹,ALGOMA STEEL GROUP INC,USD,N,N
NASDAQ,STOCK,NAS,ASTS,NASASTS,AST 스페이스모바일,AST SPACEMOBILE INC,USD,N,N
NASDAQ,STOCK,NAS,ASUR,NASASUR,어슈어 소프트웨어,ASURE SOFTWARE INC,USD,N,N
NASDAQ,STOCK,NAS,ASYS,NASASYS,암테크 시스템스,AMTECH SYSTEMS INC,USD,N,N
NASDAQ,STOCK,NAS,ATAI,NASATAI,아타이 라이프 사이언시스,ATAIBECKLEY INC,USD,N,N
NASDAQ,STOCK,NAS,ATAT,NASATAT,에이투어 라이프스타일 홀딩스(ADR),ATOUR LIFESTYLE HLDGS LTD SPON ADS EACH REP 3 CL A ORD SHS,USD,N,N
NASDAQ,STOCK,NAS,ATCX,NASATCX,아틀라스 크리티컬 미네랄스,ATLAS CRITICAL MINERALS CORPOR,USD,N,N
NASDAQ,STOCK,NAS,ATEC,NASATEC,알파텍 홀딩스,ALPHATEC HLDGS INC,USD,N,N
NASDAQ,STOCK,NAS,ATER,NASATER,어터리언,ATERIAN INC,USD,N,N
NASDAQ,STOCK,NAS,ATEX,NASATEX,안테릭스,ANTERIX INC,USD,N,N
NASDAQ,STOCK,NAS,ATGL,NASATGL,알파 테크놀로지 그룹,ALPHA TECHNOLOGY GROUP LTD,USD,N,N
NASDAQ,STOCK,NAS,ATHE,NASATHE,알테리티 테라퓨틱스(ADR),ALTERITY THERAPEUTICS LIMITED SPON ADS EACH REP 600 ORD SHS,USD,N,N
NASDAQ,STOCK,NAS,ATHR,NASATHR,이서 홀딩스,AETHER HOLDINGS INC,USD,N,N
NASDAQ,STOCK,NAS,ATII,NASATII,아르키메데스 테크 SPAC 파트너스 2,ARCHIMEDES TECH SPAC PARTNERS II CO,USD,N,N
NASDAQ,STOCK,NAS,ATIIU,NASATIIU,아르키메데스 테크 SPAC 파트너스 2 유닛,ARCHIMEDES TECH SPAC PARTNERS II CO UNITS 15/10/2029 (1 ORD,USD,N,N
NASDAQ,STOCK,NAS,ATLC,NASATLC,애틀랜티쿠스 홀딩스,ATLANTICUS HLDGS CORP,USD,N,N
NASDAQ,STOCK,NAS,ATLCL,NASATLCL,애틀랜티쿠스 홀딩스 선순위채권(2026-11-30),ATLANTICUS HLDGS CORP 6.125% SENIOR NOTES DUE 30/11/2026,USD,N,N
NASDAQ,STOCK,NAS,ATLCP,NASATLCP,애틀랜티쿠스 홀딩스 우선주(7.625%),ATLANTICUS HLDGS CORP 7.625% PERP PFD SER B,USD,N,N
NASDAQ,STOCK,NAS,ATLCZ,NASATLCZ,애틀랜티쿠스 홀딩스 일반채권(2026-11-30 9.250%),ATLANTICUS HLDGS CORP 9.25% NTS 31/01/2029 USD25,USD,N,N
NASDAQ,STOCK,NAS,ATLN,NASATLN,애틀랜틱 인터내셔널,ATLANTIC INTERNATIONAL CORP,USD,N,N
NASDAQ,STOCK,NAS,ATLO,NASATLO,에임스 내셔널,AMES NATIONAL CORP,USD,N,N
NASDAQ,STOCK,NAS,ATLX,NASATLX,아틀라스 리튬,ATLAS LITHIUM CORP,USD,N,N
NASDAQ,STOCK,NAS,ATNI,NASATNI,ATN 인터내셔널,ATN INTERNATIONAL INC,USD,N,N
NASDAQ,STOCK,NAS,ATOM,NASATOM,아토메라,ATOMERA INCORPORATED,USD,N,N
NASDAQ,STOCK,NAS,ATON,NASATON,알파톤 캐피털,ALPHATON CAPITAL CORP.,USD,N,N
NASDAQ,STOCK,NAS,ATOS,NASATOS,아토사 테라퓨틱스,ATOSSA THERAPEUTICS INC,USD,N,N
NASDAQ,STOCK,NAS,ATPC,NASATPC,아가페 ATP,AGAPE ATP CORPORATION,USD,N,N
NASDAQ,STOCK,NAS,ATRA,NASATRA,아타라 바이오테라퓨틱스,ATARA BIOTHERAPEUTICS INC,USD,N,N
NASDAQ,STOCK,NAS,ATRC,NASATRC,아트리큐어,ATRICURE INC,USD,N,N
NASDAQ,STOCK,NAS,ATRO,NASATRO,어스트로닉스,ASTRONICS CORP,USD,N,N
NASDAQ,STOCK,NAS,ATXG,NASATXG,애던택스 그룹,ADDENTAX GROUP CORP,USD,N,N
NASDAQ,STOCK,NAS,ATYR,NASATYR,어타이어 파머,ATYR PHARMA INC,USD,N,N
NASDAQ,STOCK,NAS,AUBN,NASAUBN,오번 내셔널 뱅코프,AUBURN NATL BANCORP,USD,N,N
NASDAQ,STOCK,NAS,AUDC,NASAUDC,오디오코드,AUDIOCODES,USD,N,N
NASDAQ,STOCK,NAS,AUGO,NASAUGO,오라 미네랄스,AURA MINERALS INC (VG),USD,N,N
NASDAQ,STOCK,NAS,AUID,NASAUID,오스아이디,AUTHID INC,USD,N,N
NASDAQ,STOCK,NAS,AUPH,NASAUPH,오리니아 파머슈티컬스,AURINIA PHARMACEUTICALS INC,USD,N,N
NASDAQ,STOCK,NAS,AUR,NASAUR,오로라 이노베이션,AURORA INNOVATION INC,USD,N,N
NASDAQ,STOCK,NAS,AURA,NASAURA,오라 바이오사이언시스,AURA BIOSCIENCES INC,USD,N,N
NASDAQ,STOCK,NAS,AURE,NASAURE,프레스티지 웰스,Aurelion Inc,USD,N,N
NASDAQ,STOCK,NAS,AUROW,NASAUROW,오로라 이노베이션 콜 워런트(2026-11-03),AURORA INNOVATION INC C/WTS 03/11/2026 (TO PUR COM),USD,N,N
NASDAQ,STOCK,NAS,AUTL,NASAUTL,오토러스 테라퓨틱스(ADR),AUTOLUS THERAPEUTICS PLC SPON ADS EA REP 1 ORD SHS,USD,N,N
NASDAQ,STOCK,NAS,AUUD,NASAUUD,오디아,AUDDIA INC,USD,N,N
NASDAQ,STOCK,NAS,AVAH,NASAVAH,애비아나 헬스케어 홀딩스,AVEANNA HEALTHCARE HOLDINGS INC,USD,N,N
NASDAQ,STOCK,NAS,AVAV,NASAVAV,에어로바이런먼트,AEROVIRONMENT INC,USD,N,N
NASDAQ,STOCK,NAS,AVBH,NASAVBH,아비드뱅크 홀딩스,AVIDBANK HOLDINGS INC,USD,N,N
NASDAQ,STOCK,NAS,AVBP,NASAVBP,어라이벤트 바이오파머,ARRIVENT BIOPHARMA INC,USD,N,N
NASDAQ,STOCK,NAS,AVGO,NASAVGO,브로드컴,BROADCOM INC,USD,N,N
NASDAQ,STOCK,NAS,AVIR,NASAVIR,아테아 파머슈티컬스,ATEA PHARMACEUTICALS INC,USD,N,N
NASDAQ,STOCK,NAS,AVNW,NASAVNW,아비아트 네트웍스,AVIAT NETWORKS INC,USD,N,N
NASDAQ,STOCK,NAS,AVO,NASAVO,미션 프로듀스,MISSION PRODUCE INC,USD,N,N
NASDAQ,STOCK,NAS,AVPT,NASAVPT,에이브포인트,AVEPOINT INC,USD,N,N
NASDAQ,STOCK,NAS,AVR,NASAVR,안테리스 테크놀로지 글로벌,ANTERIS TECHNOLOGIES GLOBAL CORP,USD,N,N
NASDAQ,STOCK,NAS,AVT,NASAVT,에이브이넷,AVNET INC,USD,N,N
NASDAQ,STOCK,NAS,AVTX,NASAVTX,아발로 테라퓨틱스,AVALO THERAPEUTICS INC,USD,N,N
NASDAQ,STOCK,NAS,AVX,NASAVX,에이백스 원 테크놀로지,AVAX ONE TECHNOLOGY LTD,USD,N,N
NASDAQ,STOCK,NAS,AVXL,NASAVXL,애너벡스 라이프 사이언시스,ANAVEX LIFE SCIENCES CORPORATION,USD,N,N
NASDAQ,STOCK,NAS,AWRE,NASAWRE,어웨어,AWARE INC MASSACHUSETTS,USD,N,N
NASDAQ,STOCK,NAS,AXG,NASAXG,솔로윈 홀딩스,SOLOWIN HOLDINGS LIMITED,USD,N,N
NASDAQ,STOCK,NAS,AXGN,NASAXGN,액소젠,AXOGEN INC,USD,N,N
NASDAQ,STOCK,NAS,AXIN,NASAXIN,액시엄 인텔리전스 애퀴지션,AXIOM INTELLIGENCE ACQ CORP 1,USD,N,N
NASDAQ,STOCK,NAS,AXINU,NASAXINU,액시엄 인텔리전스 애퀴지션 유닛,AXIOM INTELLIGENCE ACQ CORP 1 UNIT 1 CL A SHS & 1 RT(10/,USD,N,N
NASDAQ,STOCK,NAS,AXON,NASAXON,액손 엔터프라이즈,AXON ENTERPRISE INC,USD,N,N
NASDAQ,STOCK,NAS,AXSM,NASAXSM,액섬 테라퓨틱스,AXSOME THERAPEUTICS INC,USD,N,N
NASDAQ,STOCK,NAS,AXTI,NASAXTI,AXT,AXT INC,USD,N,N
NASDAQ,STOCK,NAS,AYTU,NASAYTU,아이투 바이오파머,AYTU BIOPHARMA INC,USD,N,N
NASDAQ,STOCK,NAS,AZ,NASAZ,A2Z 커스투메이트 솔루션스,A2Z CUST2MATE SOLUTIONS CORP,USD,N,N
NASDAQ,STOCK,NAS,AZI,NASAZI,오토지 인터넷 테크놀로지,AUTOZI INTERNET TECHNOLOGY (GLOBAL) LTD,USD,N,N
NASDAQ,STOCK,NAS,AZTA,NASAZTA,어젠타,AZENTA  INC.,USD,N,N
NASDAQ,STOCK,NAS,BACC,NASBACC,블루 애퀴지션,BLUE ACQUISITION CORP.,USD,N,N
NASDAQ,STOCK,NAS,BACCU,NASBACCU,블루 애퀴지션 유닛,BLUE ACQUISITION CORP. UNIT 1 CL A ORD SHS & 1 RT (02/06,USD,N,N
NASDAQ,STOCK,NAS,BACQ,NASBACQ,블라이흐뢰더 애퀴지션,INFLECTION POINT ACQUISITION CORP,USD,N,N
NASDAQ,STOCK,NAS,BACQU,NASBACQU,블라이흐뢰더 애퀴지션 유닛,INFLECTION POINT ACQUISITION C UNIT 1 CL A & 1 RT,USD,N,N
NASDAQ,STOCK,NAS,BAER,NASBAER,브리저 에어로스페이스 그룹,BRIDGER AEROSPACE GROUP HOLDIGS INC,USD,N,N
NASDAQ,STOCK,NAS,BAERW,NASBAERW,브리저 에어로스페이스 그룹 콜 워런트(2028-01-24),BRIDGER AEROSPACE GROUP HOLDIGS INC C/WTS 24/01/2028 (TO PUR,USD,N,N
NASDAQ,STOCK,NAS,BAFN,NASBAFN,베이퍼스트 파이낸셜,BAYFIRST FINANCIAL CORP,USD,N,N
NASDAQ,STOCK,NAS,BAND,NASBAND,밴드위스,BANDWIDTH INC,USD,N,N
NASDAQ,STOCK,NAS,BANF,NASBANF,뱅크퍼스트,BANCFIRST CORP,USD,N,N
NASDAQ,STOCK,NAS,BANFP,NASBANFP,BFC 캐피털 트러스트 2 우선주,BFC CAPITAL TRUST 11 PRF 31/03/2034 USD25,USD,N,N
NASDAQ,STOCK,NAS,BANL,NASBANL,CBL 인터내셔널,CBL INTL LTD,USD,N,N
NASDAQ,STOCK,NAS,BANR,NASBANR,배너,BANNER CORP,USD,N,N
NASDAQ,STOCK,NAS,BAOS,NASBAOS,바오셩 미디어 그룹 홀딩스,BAOSHENG MEDIA GROUP HLDGS LTD,USD,N,N
NASDAQ,STOCK,NAS,BATRA,NASBATRA,애틀랜타 브레이브스 홀딩스 A,ATLANTA BRAVES HOLDINGS INC,USD,N,N
NASDAQ,STOCK,NAS,BATRK,NASBATRK,애틀랜타 브레이브스 홀딩스 C,ATLANTA BRAVES HOLDINGS INC,USD,N,N
NASDAQ,STOCK,NAS,BAYA,NASBAYA,베이뷰 애퀴지션,BAYVIEW ACQUISITION CORPORATION,USD,N,N
NASDAQ,STOCK,NAS,BAYAU,NASBAYAU,베이뷰 애퀴지션 유닛,BAYVIEW ACQUISITION CORPORATION UNIT (1 COM & 1 RT),USD,N,N
NASDAQ,STOCK,NAS,BBCP,NASBBCP,콘크리트 펌핑 홀딩스,CONCRETE PUMPING HOLDINGS INC,USD,N,N
NASDAQ,STOCK,NAS,BBCQ,NASBBCQ,BLEICHROEDER ACQUISITION CORP. II,BLEICHROEDER ACQUISITION CORP. II,USD,N,N
NASDAQ,STOCK,NAS,BBCQU,NASBBCQU,블라이히뢰더 애퀴지션 II 유닛,BLEICHROEDER ACQUISITION CORP. II UNIT (1 ORD SHS & 1/3,USD,N,N
NASDAQ,STOCK,NAS,BBGI,NASBBGI,비슬리 브로드캐스트 그룹,BEASLEY BROADCAST GROUP INC,USD,N,N
NASDAQ,STOCK,NAS,BBIO,NASBBIO,브리지바이오 파머,BRIDGEBIO PHARMA INC,USD,N,N
NASDAQ,STOCK,NAS,BBLG,NASBBLG,본 바이오로직스,BONE BIOLOGICS CORP,USD,N,N
NASDAQ,STOCK,NAS,BBLGW,NASBBLGW,본 바이오로직스 콜 워런트(2027-10-12),BONE BIOLOGICS CORP C/WTS 13/10/2026 (TO PUR COM),USD,N,N
NASDAQ,STOCK,NAS,BBNX,NASBBNX,베타 바이오닉스,BETA BIONICS INC,USD,N,N
